from_article,to_article,similarity_score
0,0,0.9999999403953552
0,1,0.579262912273407
0,2,0.3822413980960846
0,3,0.5079444050788879
0,4,0.559252917766571
0,5,0.4342916011810303
0,6,0.5608669519424438
0,7,0.5621021389961243
0,8,0.5816160440444946
0,9,0.3992418050765991
0,10,0.2915099561214447
0,11,0.3308177888393402
0,12,0.34784606099128723
0,13,0.36963048577308655
0,14,0.27272090315818787
0,15,0.29795342683792114
0,16,0.40893837809562683
0,17,0.2835496664047241
0,18,0.4031558632850647
0,19,0.281471312046051
0,20,0.29797881841659546
0,21,0.5221057534217834
0,22,0.4524294137954712
0,23,0.29797881841659546
0,24,0.559672474861145
0,25,0.6160906553268433
0,26,0.582203209400177
0,27,0.5335817337036133
0,28,0.5901339650154114
0,29,0.5518370866775513
0,30,0.5208349227905273
0,31,0.12278775870800018
0,32,0.39838534593582153
0,33,0.539249062538147
0,34,0.41274362802505493
0,35,0.5427535772323608
0,36,0.42162489891052246
0,37,0.32975855469703674
0,38,0.4447788894176483
0,39,0.5205856561660767
0,40,0.559132993221283
0,41,0.6477014422416687
0,42,0.41542598605155945
0,43,0.5693329572677612
0,44,0.5859946012496948
0,45,0.45455554127693176
0,46,0.5576109886169434
0,47,0.5621294975280762
0,48,0.5010403394699097
0,49,0.3952491879463196
0,50,0.6324186325073242
0,51,0.43349650502204895
0,52,0.5400276184082031
0,53,0.682807207107544
0,54,0.4599842429161072
0,55,0.5846065282821655
0,56,0.4069802165031433
0,57,0.4158010482788086
0,58,0.6087450981140137
0,59,0.31458067893981934
0,60,0.2761196196079254
0,61,0.5907565951347351
0,62,0.5558387041091919
0,63,0.4709705710411072
0,64,0.5276682376861572
0,65,0.42506659030914307
0,66,0.4896456301212311
0,67,0.46585822105407715
0,68,0.4587197005748749
0,69,0.5710951685905457
0,70,0.4967692494392395
0,71,0.4958346486091614
0,72,0.4708631932735443
0,73,0.4708631932735443
0,74,0.4708631932735443
0,75,0.6298707127571106
0,76,0.3684331178665161
0,77,0.5203480124473572
0,78,0.4954185485839844
0,79,0.6247052550315857
0,80,0.5490692853927612
0,81,0.5385646224021912
0,82,0.45907264947891235
0,83,0.5287601351737976
0,84,0.5515947341918945
0,85,0.4659898281097412
0,86,0.5228250026702881
0,87,0.5749015212059021
0,88,0.393804669380188
0,89,0.5164923667907715
0,90,0.41876545548439026
0,91,0.5241571664810181
0,92,0.3804662525653839
0,93,0.401729017496109
0,94,0.5555137395858765
0,95,0.44840875267982483
0,96,0.5196670293807983
0,97,0.10197483748197556
0,98,0.21470746397972107
1,0,0.579262912273407
1,1,1.0000001192092896
1,2,0.6129075288772583
1,3,0.42969778180122375
1,4,0.9908021688461304
1,5,0.28767138719558716
1,6,0.5341035723686218
1,7,0.8345036506652832
1,8,0.8280324935913086
1,9,0.3240439295768738
1,10,0.1832166612148285
1,11,0.32508015632629395
1,12,0.3396124839782715
1,13,0.3157925307750702
1,14,0.28490546345710754
1,15,0.3533910810947418
1,16,0.4807034134864807
1,17,0.43560516834259033
1,18,0.3330761790275574
1,19,0.2446536123752594
1,20,0.29667794704437256
1,21,0.40599316358566284
1,22,0.39673346281051636
1,23,0.29667794704437256
1,24,0.6513727903366089
1,25,0.46081653237342834
1,26,0.522569477558136
1,27,0.3681257665157318
1,28,0.5380135774612427
1,29,0.41189149022102356
1,30,0.41788235306739807
1,31,0.12443757802248001
1,32,0.39043039083480835
1,33,0.4843067526817322
1,34,0.4123297333717346
1,35,0.4461345076560974
1,36,0.44554227590560913
1,37,0.38229483366012573
1,38,0.3947623074054718
1,39,0.38898974657058716
1,40,0.46672600507736206
1,41,0.5735061168670654
1,42,0.3888830840587616
1,43,0.49611562490463257
1,44,0.5381301641464233
1,45,0.5259053707122803
1,46,0.6417739391326904
1,47,0.4491942524909973
1,48,0.45177507400512695
1,49,0.21884170174598694
1,50,0.5181252360343933
1,51,0.35100898146629333
1,52,0.5277323722839355
1,53,0.5562989711761475
1,54,0.39582881331443787
1,55,0.4654286801815033
1,56,0.25772640109062195
1,57,0.3613361418247223
1,58,0.4469729959964752
1,59,0.2828218638896942
1,60,0.28273946046829224
1,61,0.4368716776371002
1,62,0.4191305935382843
1,63,0.31860482692718506
1,64,0.4265820384025574
1,65,0.4124748408794403
1,66,0.41496795415878296
1,67,0.3305710554122925
1,68,0.44725170731544495
1,69,0.3479113280773163
1,70,0.6437162756919861
1,71,0.4492884576320648
1,72,0.6650724411010742
1,73,0.6650724411010742
1,74,0.6650724411010742
1,75,0.6878901720046997
1,76,0.39393121004104614
1,77,0.6337102651596069
1,78,0.5102218389511108
1,79,0.5753710269927979
1,80,0.7247206568717957
1,81,0.514867901802063
1,82,0.5667352676391602
1,83,0.618820071220398
1,84,0.5817754864692688
1,85,0.380855917930603
1,86,0.4375433325767517
1,87,0.6448531746864319
1,88,0.46567240357398987
1,89,0.5755726099014282
1,90,0.46865445375442505
1,91,0.5292807817459106
1,92,0.3436489701271057
1,93,0.3970097601413727
1,94,0.6425978541374207
1,95,0.550481915473938
1,96,0.5210622549057007
1,97,0.031210893765091896
1,98,0.10612520575523376
2,0,0.3822413980960846
2,1,0.6129075288772583
2,2,0.9999999403953552
2,3,0.3551163673400879
2,4,0.5890258550643921
2,5,0.28973379731178284
2,6,0.3270435333251953
2,7,0.6118438839912415
2,8,0.5876731276512146
2,9,0.29709097743034363
2,10,0.0846233069896698
2,11,0.11514344811439514
2,12,0.21065734326839447
2,13,0.30510202050209045
2,14,0.28609681129455566
2,15,0.30259108543395996
2,16,0.43120506405830383
2,17,0.24957498908042908
2,18,0.3102956712245941
2,19,0.3166745603084564
2,20,0.28852537274360657
2,21,0.2138378918170929
2,22,0.3043166697025299
2,23,0.28852537274360657
2,24,0.5165941119194031
2,25,0.22810417413711548
2,26,0.21157678961753845
2,27,0.15479451417922974
2,28,0.29970383644104004
2,29,0.30400270223617554
2,30,0.1868201196193695
2,31,0.2990780174732208
2,32,0.19640031456947327
2,33,0.3289090394973755
2,34,0.1821100115776062
2,35,0.3724660575389862
2,36,0.3090774714946747
2,37,0.21249604225158691
2,38,0.30045825242996216
2,39,0.25130143761634827
2,40,0.30996423959732056
2,41,0.44503146409988403
2,42,0.3203732967376709
2,43,0.36579906940460205
2,44,0.44945892691612244
2,45,0.26127010583877563
2,46,0.4141290783882141
2,47,0.2801474928855896
2,48,0.35821035504341125
2,49,0.10656001418828964
2,50,0.404654324054718
2,51,0.24187976121902466
2,52,0.32145607471466064
2,53,0.32705849409103394
2,54,0.3020160496234894
2,55,0.3583962917327881
2,56,0.2882222533226013
2,57,0.32365548610687256
2,58,0.24898378551006317
2,59,0.23556286096572876
2,60,0.38376572728157043
2,61,0.4328836500644684
2,62,0.2808298170566559
2,63,0.2507782578468323
2,64,0.33356040716171265
2,65,0.47101670503616333
2,66,0.3281329274177551
2,67,0.22105476260185242
2,68,0.3503970205783844
2,69,0.17681947350502014
2,70,0.5467423796653748
2,71,0.4582407474517822
2,72,0.52208012342453
2,73,0.52208012342453
2,74,0.52208012342453
2,75,0.44819003343582153
2,76,0.3105456829071045
2,77,0.5666986107826233
2,78,0.32163819670677185
2,79,0.361263632774353
2,80,0.6113559603691101
2,81,0.43426012992858887
2,82,0.46864938735961914
2,83,0.5154646635055542
2,84,0.3702131509780884
2,85,0.14317691326141357
2,86,0.3032119870185852
2,87,0.49162229895591736
2,88,0.22956815361976624
2,89,0.30897846817970276
2,90,0.22540639340877533
2,91,0.34851306676864624
2,92,0.18493054807186127
2,93,0.31443724036216736
2,94,0.5299419164657593
2,95,0.477272093296051
2,96,0.42765140533447266
2,97,0.2233581393957138
2,98,0.30303722620010376
3,0,0.5079444050788879
3,1,0.42969778180122375
3,2,0.3551163673400879
3,3,1.0
3,4,0.40983906388282776
3,5,0.6825908422470093
3,6,0.743880033493042
3,7,0.3620373010635376
3,8,0.35219526290893555
3,9,0.5011070370674133
3,10,0.32946133613586426
3,11,0.42578864097595215
3,12,0.4940289855003357
3,13,0.5432031750679016
3,14,0.4324839115142822
3,15,0.46452510356903076
3,16,0.47772300243377686
3,17,0.28421643376350403
3,18,0.4915665090084076
3,19,0.41106003522872925
3,20,0.4946293234825134
3,21,0.46231433749198914
3,22,0.5264642834663391
3,23,0.4946293234825134
3,24,0.42215079069137573
3,25,0.48564645648002625
3,26,0.35120874643325806
3,27,0.47601330280303955
3,28,0.4759262204170227
3,29,0.46996790170669556
3,30,0.5186310410499573
3,31,0.10113990306854248
3,32,0.437053918838501
3,33,0.4715491235256195
3,34,0.3768472671508789
3,35,0.42949581146240234
3,36,0.3286915123462677
3,37,0.35072025656700134
3,38,0.48493507504463196
3,39,0.38885730504989624
3,40,0.44909459352493286
3,41,0.4949808716773987
3,42,0.43193870782852173
3,43,0.5047430992126465
3,44,0.43940070271492004
3,45,0.43630024790763855
3,46,0.46856051683425903
3,47,0.5280669927597046
3,48,0.42096859216690063
3,49,0.45122167468070984
3,50,0.5112552642822266
3,51,0.3910902738571167
3,52,0.4188036322593689
3,53,0.45322269201278687
3,54,0.4547402858734131
3,55,0.47575974464416504
3,56,0.5386064648628235
3,57,0.4516974687576294
3,58,0.5033714175224304
3,59,0.37997865676879883
3,60,0.6122069954872131
3,61,0.528735876083374
3,62,0.5819443464279175
3,63,0.6439235210418701
3,64,0.4969139099121094
3,65,0.5023330450057983
3,66,0.5292056202888489
3,67,0.6557120680809021
3,68,0.5986348986625671
3,69,0.5119505524635315
3,70,0.31939369440078735
3,71,0.6208837032318115
3,72,0.5545167922973633
3,73,0.5545167922973633
3,74,0.5545167922973633
3,75,0.49040472507476807
3,76,0.33851224184036255
3,77,0.49559634923934937
3,78,0.47142720222473145
3,79,0.4697680175304413
3,80,0.4083127975463867
3,81,0.42682138085365295
3,82,0.40353721380233765
3,83,0.4529796838760376
3,84,0.43315815925598145
3,85,0.4794676601886749
3,86,0.4818975627422333
3,87,0.34091660380363464
3,88,0.38541653752326965
3,89,0.40883272886276245
3,90,0.40731436014175415
3,91,0.45801669359207153
3,92,0.42643553018569946
3,93,0.42675769329071045
3,94,0.44832170009613037
3,95,0.3300762474536896
3,96,0.42927974462509155
3,97,0.18484175205230713
3,98,0.32393500208854675
4,0,0.559252917766571
4,1,0.9908021688461304
4,2,0.5890258550643921
4,3,0.40983906388282776
4,4,1.0000001192092896
4,5,0.27870455384254456
4,6,0.5169218182563782
4,7,0.8066627383232117
4,8,0.802243709564209
4,9,0.30573663115501404
4,10,0.20194989442825317
4,11,0.32411083579063416
4,12,0.3251407742500305
4,13,0.2931872606277466
4,14,0.2820873558521271
4,15,0.3468056917190552
4,16,0.4629896879196167
4,17,0.4522193968296051
4,18,0.32596611976623535
4,19,0.24393895268440247
4,20,0.29839012026786804
4,21,0.39690619707107544
4,22,0.3831910490989685
4,23,0.29839012026786804
4,24,0.6316820383071899
4,25,0.4409247040748596
4,26,0.5105852484703064
4,27,0.3471843898296356
4,28,0.522463321685791
4,29,0.4126400947570801
4,30,0.40747618675231934
4,31,0.13419003784656525
4,32,0.40618374943733215
4,33,0.4901975989341736
4,34,0.39772263169288635
4,35,0.4487818777561188
4,36,0.44260886311531067
4,37,0.4064996540546417
4,38,0.37910598516464233
4,39,0.3994794189929962
4,40,0.46279752254486084
4,41,0.5548056364059448
4,42,0.37437835335731506
4,43,0.47735488414764404
4,44,0.5240253210067749
4,45,0.5135610103607178
4,46,0.6255840063095093
4,47,0.4343859553337097
4,48,0.44319719076156616
4,49,0.19910842180252075
4,50,0.4861627221107483
4,51,0.3344790041446686
4,52,0.5130617618560791
4,53,0.5381680727005005
4,54,0.3746470510959625
4,55,0.4530128240585327
4,56,0.24988707900047302
4,57,0.3308969736099243
4,58,0.4326673448085785
4,59,0.29069074988365173
4,60,0.2769981920719147
4,61,0.3991739749908447
4,62,0.3922818601131439
4,63,0.2967074513435364
4,64,0.4270769953727722
4,65,0.3962783217430115
4,66,0.38423341512680054
4,67,0.3089393973350525
4,68,0.4364754557609558
4,69,0.31423109769821167
4,70,0.6136879324913025
4,71,0.4282688796520233
4,72,0.6420445442199707
4,73,0.6420445442199707
4,74,0.6420445442199707
4,75,0.6728264093399048
4,76,0.3690008819103241
4,77,0.6095724105834961
4,78,0.4864422082901001
4,79,0.5576311945915222
4,80,0.6980997920036316
4,81,0.4938008189201355
4,82,0.5513551831245422
4,83,0.5907543301582336
4,84,0.5743343234062195
4,85,0.37152478098869324
4,86,0.4168493151664734
4,87,0.6258715391159058
4,88,0.464873731136322
4,89,0.5695298910140991
4,90,0.4683113098144531
4,91,0.5397026538848877
4,92,0.33807581663131714
4,93,0.3839614987373352
4,94,0.6316312551498413
4,95,0.5512410998344421
4,96,0.5018807649612427
4,97,0.02143559604883194
4,98,0.0798981562256813
5,0,0.4342916011810303
5,1,0.28767138719558716
5,2,0.28973379731178284
5,3,0.6825908422470093
5,4,0.27870455384254456
5,5,0.9999997019767761
5,6,0.45742037892341614
5,7,0.1817316710948944
5,8,0.16567975282669067
5,9,0.5236947536468506
5,10,0.32780250906944275
5,11,0.41752058267593384
5,12,0.4081557095050812
5,13,0.5465718507766724
5,14,0.3755594491958618
5,15,0.36718904972076416
5,16,0.4136897921562195
5,17,0.240355983376503
5,18,0.5358744859695435
5,19,0.4390939474105835
5,20,0.5376242995262146
5,21,0.3999336063861847
5,22,0.4565383791923523
5,23,0.5376242995262146
5,24,0.26832154393196106
5,25,0.37300699949264526
5,26,0.26844871044158936
5,27,0.37930721044540405
5,28,0.32651427388191223
5,29,0.5021753907203674
5,30,0.4881748557090759
5,31,0.15020833909511566
5,32,0.3600195050239563
5,33,0.43943339586257935
5,34,0.3118950426578522
5,35,0.3704083561897278
5,36,0.2480188012123108
5,37,0.3000451624393463
5,38,0.46774744987487793
5,39,0.3773311972618103
5,40,0.39242446422576904
5,41,0.44846272468566895
5,42,0.4105879068374634
5,43,0.41047316789627075
5,44,0.3597128093242645
5,45,0.4031496047973633
5,46,0.36133676767349243
5,47,0.48004767298698425
5,48,0.36948102712631226
5,49,0.44465184211730957
5,50,0.47310152649879456
5,51,0.33515745401382446
5,52,0.3511573076248169
5,53,0.35873639583587646
5,54,0.4395460784435272
5,55,0.45902517437934875
5,56,0.4767376184463501
5,57,0.44714200496673584
5,58,0.420926034450531
5,59,0.36628803610801697
5,60,0.5694279670715332
5,61,0.45819687843322754
5,62,0.48158419132232666
5,63,0.6225366592407227
5,64,0.512932300567627
5,65,0.5307893753051758
5,66,0.3909713923931122
5,67,0.47807255387306213
5,68,0.5882911086082458
5,69,0.454781174659729
5,70,0.18885956704616547
5,71,0.5359599590301514
5,72,0.34181761741638184
5,73,0.34181761741638184
5,74,0.34181761741638184
5,75,0.35829851031303406
5,76,0.19278307259082794
5,77,0.361270546913147
5,78,0.37077686190605164
5,79,0.37716004252433777
5,80,0.20136819779872894
5,81,0.3761497735977173
5,82,0.24007326364517212
5,83,0.3204856514930725
5,84,0.2964760959148407
5,85,0.407574862241745
5,86,0.3825948238372803
5,87,0.2692473232746124
5,88,0.3291802704334259
5,89,0.35355326533317566
5,90,0.35455653071403503
5,91,0.4828970432281494
5,92,0.34741073846817017
5,93,0.4043840765953064
5,94,0.36051949858665466
5,95,0.2631765305995941
5,96,0.3427989184856415
5,97,0.16954432427883148
5,98,0.3753169775009155
6,0,0.5608669519424438
6,1,0.5341035723686218
6,2,0.3270435333251953
6,3,0.743880033493042
6,4,0.5169218182563782
6,5,0.45742037892341614
6,6,0.9999996423721313
6,7,0.4276401400566101
6,8,0.46804893016815186
6,9,0.40986502170562744
6,10,0.3534013032913208
6,11,0.5297428965568542
6,12,0.5582045316696167
6,13,0.4943581223487854
6,14,0.47738105058670044
6,15,0.44359034299850464
6,16,0.47969016432762146
6,17,0.5033124089241028
6,18,0.4067043364048004
