,from_article,to_article,similarity_score
832,16,32,0.7916528582572937
833,16,33,0.7732434272766113
834,16,34,0.7044847011566162
835,16,35,0.7498692870140076
836,16,36,0.7820559740066528
837,16,37,0.8359048366546631
838,16,38,0.689973771572113
839,16,39,0.7498588562011719
840,16,40,0.7916104197502136
841,16,41,0.746917724609375
842,16,42,0.6630311012268066
843,16,43,0.7051931023597717
844,16,44,0.726134181022644
845,16,45,0.8203300833702087
846,16,46,0.7804278135299683
847,16,47,0.5891900062561035
848,16,48,0.8104899525642395
849,16,49,0.8154042959213257
850,17,0,0.3760159611701965
851,17,1,0.3586620092391968
852,17,2,0.3142497539520263
853,17,3,0.3127842247486114
854,17,4,0.4620605707168579
855,17,5,0.2152932286262512
856,17,6,0.2937944829463959
857,17,7,0.457829475402832
858,17,8,0.4309287071228027
859,17,9,0.4875208139419555
860,17,10,0.3742312490940094
861,17,11,0.4805498123168945
862,17,12,0.4640051424503326
863,17,13,0.3501551747322082
864,17,14,0.4816823303699493
865,17,15,0.4065769016742706
866,17,16,0.4178908169269562
